text1,text2
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='1级，天气不好,欢迎您改日再来'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='23到28'&明天永春温度='22到28'&明天沿海天气='大雨转小雨'&明天山区天气='小雨'&明天风='东北风5～6级阵风7～8级'&后天市区温度='23到27'&后天永春温度='22到29'&后天沿海天气='小雨'&后天山区天气='小雨'&后天风='东北风4～5级'&大后天市区温度='23到30'&大后天永春温度='21到31'&大后天沿海天气='小雨转阴'&大后天山区天气='小雨转多云'&大后天风='东北风4～5级'","六月的泉州已进入阵雨雷阵雨多发期，最近每天午后山区的阵雨总是准时来报到。今天阳光热情四溢，我市大部分乡镇的最高气温普遍都超过，市区抬头可见如棉花糖般的云朵畅游在蓝色天空，安溪则在午后率先出现对流性降水，并伴有雷电和短时强降水。随着高空槽和低层切变的东移南压，雨带也将逐渐移至沿海地区,预计今天下午到夜间我市大部有大雨到暴雨。明天开始未来一周我市多阵雨或雷雨天气，需关注雨雾及低能见度天气对交通的不利影响。高考期间也有降水过程，同时气温较高。考生与外出活动民众应注意交通安全，提醒考生提前到考点候考,各考点应提前做好雷电灾害应急预案的准备工作和防暑降温工作。"
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='1级，最弱,不需防护'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='1级，天气不好,欢迎您改日再来'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='17到21'&明天永春温度='18到21'&明天沿海天气='小雨'&明天山区天气='大雨转中雨'&明天风='东北风4～5级阵风6～7级'&后天市区温度='14到19'&后天永春温度='15到21'&后天沿海天气='中雨转大雨'&后天山区天气='中雨转大雨'&后天风='东北风4～5级阵风6～7级'&大后天市区温度='14到18'&大后天永春温度='14到20'&大后天沿海天气='中雨转小雨'&大后天山区天气='中雨转小雨'&大后天风='东北风5～6级阵风7～8级'",受低层切变和西南气流的共同影响，今天上午开始我市自西向东出现了今年首场强对流天气过程，德化、安溪、永春、南安、惠安的局部乡镇甚至出现了冰雹。在雨水的滋润下，大部分地区午后的气温在20之间，人体感觉较为清凉。预计今天夜间开始继续受切变影响，全市仍将有系统性的降水过程，雨量可达中雨到大雨，未来三天我市将持续泡在阴雨天气之中，受降水和冷空气的共同影响，气温将逐渐下降，到了26日全市的最高气温都将不足，体感有些阴冷。在此提醒各位观众朋友们，雨天出行需带好雨具，注意交通安全，并根据天气变化，大及时增添衣物，注意保暖，谨防感冒！
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='19到26'&明天永春温度='16到27'&明天沿海天气='多云'&明天山区天气='晴转多云'&明天风='东北风6～7级阵风8级'&后天市区温度='20到28'&后天永春温度='18到28'&后天沿海天气='晴转多云'&后天山区天气='晴转多云'&后天风='北风5～6级阵风7～8级'&大后天市区温度='22到25'&大后天永春温度='20到25'&大后天沿海天气='多云'&大后天山区天气='多云转阴'&大后天风='东北风5～6级阵风7～8级'",这两天，强势的冷空气正“速冻”着全国大部分地区，就当人们以为冷空气遗忘了福建的时候，昨夜呼啸的大风提醒着大家冷空气只是迟到，并没有缺席。受其影响，今天早晨我市大部分地区的最低气温较昨日有4至6℃的下降，山区不少地区甚至降到了15℃左右，仿佛一下子穿越到了深秋时节。预计未来三天全市以多云天气为主，受冷空气余威的影响，明天早晨最低气温还将继续下探，大部分地区将降至20℃以下。与此同时，沿海的阵风依旧可以达到8级。好在在阳光的持续陪伴下温度会稳中有升，逐渐回升到25℃以上。进入秋天，冷空气活动越来越频繁，提醒大家要注意关注最新的天气预报，及时增减衣物，谨防感冒。
"中暑指数='3级，可能中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='20到28'&明天永春温度='18到30'&明天沿海天气='晴'&明天山区天气='多云'&明天风='东北风4～5级阵风 6～7 级转西南风4～5级'&后天市区温度='22到29'&后天永春温度='21到28'&后天沿海天气='小雨转多云'&后天山区天气='多云转中雨'&后天风='西南风4～5级'&大后天市区温度='21到24'&大后天永春温度='20到24'&大后天沿海天气='小雨'&大后天山区天气='中雨'&大后天风='西南风4～5级转东北风4～5级，阵风6～7级'",今天，受低层切变和偏南暖湿气流的影响，我市湿度整体依然较高，天气以阴天为主，部分乡镇仍有小雨出没。随着暖气流占据主力地位，我市气温进入回升通道，全市最高气温升至到左右。预计明天随着天气形势的变化，雨水将退居二线，秋阳开始崭露头角，最高气温攀升至26左右，部分乡镇可超过，中午前后人体感觉些许闷热。然而好天气十分短暂，到了周末，我市又将回归阴雨连绵的天气，周六山区部分有中雨，周日随着一波更强的冷空气将伴随高空槽的东移渗透南下，雨势将进一步增强。提醒广大市民朋友们，周末出门记得要备好雨具，注意行车安全。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-2级，冷，不舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='1级，最弱,不需防护'&穿衣指数 ='6级，穿冬棉衣类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='1级，没有危险,不燃烧'&明天市区温度='10到15'&明天永春温度='7到15'&明天沿海天气='阴'&明天山区天气='小雨转阴'&明天风='东北风6～7级阵风8～9级'&后天市区温度='4到10'&后天永春温度='0到11'&后天沿海天气='晴'&后天山区天气='晴'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='6到14'&大后天永春温度='1到14'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='东北风5～6级阵风7～8级'",淅淅沥沥的雨水已经持续了好几天，今天我市的天气依旧阴沉，云层厚的地区不时有小雨飘落，午后大部分地区的最高气温在15-17℃之间，较昨天有小幅回升，但人体感觉依旧比较阴冷。目前，一股势力强劲的冷空气正在大举南下， 明天起将影响我市，冷空气在驱散连日阴雨的同时将带来大幅降温，最低气温过程降温普遍可达8-10℃，周日早晨将迎来此次冷空气过程的最低气温，全市大部分地区都不足5℃，山区部分乡镇甚至在0℃以下。与此同时，沿海的最大阵风也将加大至8-9级。强降温即将来袭，提醒市民朋友们赶紧拿出尘封已久的羽绒服、秋裤来“武装”自己，谨防着凉感冒！
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='19到28'&明天永春温度='20到30'&明天沿海天气='阴'&明天山区天气='阴转小雨'&明天风='西南风4～5级阵风6～7级'&后天市区温度='20到24'&后天永春温度='20到28'&后天沿海天气='阴'&后天山区天气='阴转中雨'&后天风='西南风4～5级阵风6～7级'&大后天市区温度='18到23'&大后天永春温度='19到25'&大后天沿海天气='小雨'&大后天山区天气='中雨'&大后天风='西南风4～5级阵风6～7级'",今天我们迎来了二十四节气中的春分，春分这一天昼夜平分。此时，我国大部分地区进入了阳光明媚、草长莺飞的春天。今天的天气舞台还是挺应景的，受暖湿气流影响，午后大部分地区的最高气温冲到了25-29℃，个别乡镇甚至突破了30℃大关，以南安英都镇31.5℃为最高，温暖程度甚至都有点超前。然而从明天开始，未来三天我市将多阵雨或雷阵雨天气，山区的雨势更明显一些，部分乡镇会出现中雨甚至大雨，降雨的同时局部可能会伴有强对流天气。未来一段时间雨水将会频频上镜，降雨对缓解旱情、降低森林火险等级大有帮助。在次提醒市民朋友们外出记得携带雨具，并注意交通安全。
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='3级，炎热,很不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='26到34'&明天永春温度='24到34'&明天沿海天气='晴转多云'&明天山区天气='晴转多云'&明天风='北风3～4级'&后天市区温度='26到34'&后天永春温度='24到35'&后天沿海天气='多云转晴'&后天山区天气='多云转晴'&后天风='西南风3～4级'&大后天市区温度='25到33'&大后天永春温度='24到34'&大后天沿海天气='晴'&大后天山区天气='多云转雷阵雨'&大后天风='西南风3～4级'",今天受副热带高压的影响，抓住8月晴热的尾巴，“秋老虎”还是继续发威，全市大部分乡镇午后最高温度在33-36℃之间，出行紫外线指数较高，体感较为闷热。马上迎来崭新的9月，预计今天夜里到明天白天，全市以多云天气为主，局部有阵雨或雷阵雨天气，气温整体波动不大，早晚还是有点风，日间体感较热，大部分乡镇午后最高温度在34℃左右，在这里提醒大家，中午前后，紫外线较强，外出注意做好防暑防晒补水工作，尽量避免或减少高温时段的户外活动和作业。除了气温方面，还需留意天气变化，注意防范午后雷雨天气对出行的不利影响，外出的朋友可随身带把晴雨伞，以备不时之需。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='13到20'&明天永春温度='13到22'&明天沿海天气='晴'&明天山区天气='晴到多云'&明天风='东北风6～7级阵风8～9级'&后天市区温度='11到21'&后天永春温度='10到24'&后天沿海天气='晴'&后天山区天气='晴'&后天风='东北风6～7级阵风8级减弱为东北风4～5级'&大后天市区温度='13到24'&大后天永春温度='12到26'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='东北风4～5级阵风6级'",今天是2月份的第一天，也是新一周的开始。没有冷空气的打扰，我市天气延续着上周末的晴朗温暖舒适，清风习习，暖意洋洋，全市最高气温普遍回升至以上，南安市区最高气温甚至接近，可谓风和日丽的冬日暖阳。不过，这样美好的平静即将被一股冷空气打破。明天白天起，随着东路冷空气南下的脚步，我市风力将明显加大，沿海将出现8级左右的东北大风，白天的最高气温将有3的回落，加上阵阵北风的吹拂，体感温度还是清凉，这样忽冷忽热的天气很容易感冒，提醒市民朋友们要根据气温的变化，及时增减衣物，避免感冒的发生，滨海旅游的朋友还要注意防范大风的不利影响。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='13到19'&明天永春温度='13到21'&明天沿海天气='多云转阴'&明天山区天气='多云转阴'&明天风='东北风5～6级阵风7～8级'&后天市区温度='13到21'&后天永春温度='13到23'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风5～6级阵风7级'&大后天市区温度='14到19'&大后天永春温度='14到21'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='东北风5～6级阵风7～8级'",昨日受低涡切变南压和低层急流的共同影响，全市出现了小到中雨，各县市均出现了雷暴天气，这是今年以来我市的初雷。正是“惊蛰一声雷，万物复苏生。”今天低层风速明显减弱，全市以阴天为主，局部有分散性弱降水。午间偶有阳光透过重重云幕洒下大地，给人带来一丝丝温暖。受弱冷空气扩散南下影响，气温持续低迷状态，全市大部分乡镇最低气温在12之间，最高气温均低于。预计明后两天天气是今天的“克隆”版，我市均以阴天到多云天气为主。目前正值春播时期，提醒市民朋友们把握好降水间歇期，适时开展春耕春播，不误农时。未来几天沿海风力较大，注意对航运、滨海旅游和近海养殖等行业的不利影响。
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='2级，稍热,不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='26到33'&明天永春温度='25到32'&明天沿海天气='阵雨转多云'&明天山区天气='多云转雷阵雨'&明天风='东北风4～5级'&后天市区温度='26到33'&后天永春温度='24到32'&后天沿海天气='多云转雷阵雨'&后天山区天气='多云转雷阵雨'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='25到32'&大后天永春温度='22到33'&大后天沿海天气='多云'&大后天山区天气='晴'&大后天风='东北风5～6级阵风7～8级'",昨天强对流天气“独宠”山区，局部乡镇出现了8-11级雷雨大风，永春和德化还出现了10毫米的小冰雹。今天早晨太阳仍然准时打卡，到了午后山区风云突变，部分乡镇出现了中雨到大雨，德化、安溪的个别乡镇出现了暴雨，全市最高气温基本在35-36℃，最高出现在安溪官桥镇，为37.2℃。预计今天夜间到明天，我市山区仍多阵雨或雷阵雨天气，降水时可能伴有雷雨大风、短时强降水等强对流天气，气温方面则变化不大。在此提醒各位市民朋友们及时关注天气变化，注意防范局地强对流天气对农业生产和户外活动的不利影响，外出的朋友可随身携带晴雨伞，以备不时之需。
"中暑指数='1级，不会中暑'&感冒指数='4级，感冒高发,注意防范'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='1级，最弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='1级，没有危险,不燃烧'&明天市区温度='15到20'&明天永春温度='13到20'&明天沿海天气='小雨转多云'&明天山区天气='小雨转阴'&明天风='东北风5～6级阵风7～8级'&后天市区温度='14到18'&后天永春温度='14到18'&后天沿海天气='多云转阴'&后天山区天气='小雨转阴'&后天风='东北风5～6级阵风7级'&大后天市区温度='16到20'&大后天永春温度='16到22'&大后天沿海天气='阴转多云'&大后天山区天气='阴'&大后天风='东北风5～6级阵风7级'",今天早晨台风“雷伊”停止编号，受其残余环流影响，我市普降大雨，山区局部乡镇达到了暴雨。受降雨的影响，天气较为湿冷，大部分地区最低温在8左右，最高温也才14左右，配合着连绵不绝的雨水，人体感觉湿冷无比。预计明天，全市天气以阴天为主，温度有所回升，但这只是暂时的回暖，预计24日，我们将会迎来一波强冷空气，降温幅度高达8，大部分乡镇最高温度在9左右，夜间最低气温在3上下，到时候最厚的冬装应该可以派上用场了。另外，冷空气影响期间，我市沿海风力较大，最大可达8～10级，请滨海旅游、海上作业及过往的船只要防范大风带来的不利影响。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='10到19'&明天永春温度='8到21'&明天沿海天气='晴转多云'&明天山区天气='晴转多云'&明天风='东北风5～6级转6～7级阵风8级'&后天市区温度='8到13'&后天永春温度='6到16'&后天沿海天气='阴转多云'&后天山区天气='阴转多云'&大后天市区温度='6到15'&大后天永春温度='4到17'&大后天沿海天气='多云转晴'&大后天山区天气='多云转晴'",今天白天我市高唱“晴歌”，在冬日暖阳的慷慨映照下，清晨的寒冷早早就不见踪影，在阳光的助力下，气温逐步回升，午后全市最高气温普遍上升至左右。预计从明天起，受到冷空气南下影响，气温逐步下降，周六白天市区的气温较今天略有下降2，周日白天则仅有左右；同时明天白天开始沿海的大风将“卷土重来”，阵风风力将达到8-9级。预计17-19日夜晨气温较低，注意做好防风保暖工作；明天后期至17日云系较多，以阴天为主，局部可能有小雨。近期以来，冷空气频繁登场又离去，气温变化就像坐过山车一样来回波动，沿海的大风也时不时“喧嚣”一番，在这提醒观众朋友注意天气变化，适时添衣保暖，避免着凉感冒。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='11到20'&明天永春温度='8到22'&明天沿海天气='晴转多云'&明天山区天气='晴转多云'&明天风='东北风4级阵风6～7级'&后天市区温度='12到20'&后天永春温度='11到20'&后天沿海天气='阴'&后天山区天气='阴'&后天风='北风4～5级阵风3级'&大后天市区温度='15到18'&大后天永春温度='14到18'&大后天沿海天气='阴'&大后天山区天气='阴'&大后天风='东北风2～3级阵风3级'",今天依旧是个艳阳高照的好天气，天空晴朗少云，然而夜间受晴空辐射加上弱冷空气扩散影响，早晨全市气温较昨日有所下降，全市大部分地区较昨日下降1，德化和安溪的的部分地区下降3，特别是德化西部地区最低气温低于，白天在阳光的映照下，气温迅速上升，午后大部分地区气温升至18；沿海风力较大7-8级。预计未来两天全市上空云系增多，以多云到阴天气为主，山区部分有小雨，冷空气间歇期，气温逐渐回升，至9日最低气温可达10，但是白天云系较多，阳光照射时间缩短，气温回升不足，全市最高气温低于，届时沿海风力减弱，风力4-5级，阵风6-7级。虽然未来几天，没有明显冷空气影响，但是夜晨气温仍稍低，市民朋友需注意添衣保暖。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='13到20'&明天永春温度='13到23'&明天沿海天气='小雨转阴'&明天山区天气='小雨'&明天风='东北风5～6级增强到6～7阵风8～9级'&后天市区温度='12到17'&后天永春温度='12到19'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风7～8级阵风9级'&大后天市区温度='11到19'&大后天永春温度='9到21'&大后天沿海天气='多云转小雨'&大后天山区天气='多云转小雨'&大后天风='东北风5～6级阵风7～8级'",今天是24节气中的第4个节气——春分，是农耕的重要时节。从昨天夜里开始，我市就笼罩在一片朦胧的大雾当中，尤其是沿海地区，早晨的最低能见度不足，白天随着阳光的逐渐上线，雾气也逐渐消散，能见度随之转好，午后市区的最高气温升至左右，山区有些乡镇甚至超过，有些初夏的味道。不过，这种回暖只是短暂的，一股强劲的冷空气正在路上，预计今天晚上开始我市沿海首先受到影响，风向逐渐转为东北风，风力逐渐加大，明天白天沿海将出现8-9级大风，天气也将大变脸，从今天的晴暖转为阴冷，全市有小雨天气，气温大幅下降，最高气温重新回落至以下，加上阵阵北风，体感会更冷。提醒大家一定要及时添衣保暖，预防感冒。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='5级，天气很好,投入大自然的怀抱吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='13到21'&明天永春温度='9到22'&明天沿海天气='晴'&明天山区天气='晴'&明天风='东北风6～7级阵风8～9级'&后天市区温度='14到22'&后天永春温度='10到23'&后天沿海天气='多云'&后天山区天气='晴转多云'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='15到22'&大后天永春温度='12到24'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='东北风6～7级阵风8级'","今天迎来大雪节气,标志着仲冬时节的开始，天气也会愈加寒冷。不过对于泉州来说，大雪节气显得有点名不副实，全市以晴到多云的天气为主，在阳光的眷顾下,午后大部分乡镇最高气温达到了19，人体感觉暖意融融。预计未来三天冬日暖阳不会打烊，以晴或多云天气为主，午后最高气温稳定维持在19之间，但是早晨大部分地区最低气温仅有8，早出晚归的朋友还是要注意添衣保暖，谨防感冒。另外，未来两天我市沿海仍有8-9级的东北大风，去海边游玩的朋友们要注意防范大风带来的不利影响。天气持续干燥少雨，湿度较小，森林火险等级较高，野外用火一定要格外当心。"
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-2级，冷，不舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='12到21'&明天永春温度='11到23'&明天沿海天气='小雨转多云'&明天山区天气='小雨'&明天风='东北风5～6级阵风7级'&后天市区温度='17到23'&后天永春温度='17到24'&后天沿海天气='阴转中雨'&后天山区天气='小雨转中雨'&后天风='东北风5～6级'&大后天市区温度='18到23'&大后天永春温度='19到24'&大后天沿海天气='小雨转阴'&大后天山区天气='小雨'&大后天风='东北风5～6级阵风7～8级'",受到高空槽的影响，昨天夜间到今天白天我市普降小雨到中雨，伴随冷空气南下，全市气温骤然下降，今早市区最低温度仅为左右，配合较强的沿海大风，体感较为寒冷。未来三天，我市仍将持续多降水的天气，明天我市以阴天为主，部分乡镇有阵雨，后天，受到低层切变东移南压影响，全市有大雨，局部有暴雨。需要关注降水和低能见度天气对交通出行和疫情防控的不利影响，同时，30日的降水，局地可能伴有短时强降水、雷雨大风等强对流天气的发生，需注意防范。明天起，我市气温将开始有所回升。但是近期我市冷空气仍较为频繁，气温起伏较大，大家要关注气象信息，合理增减衣物，谨防感冒。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='1级，最弱,不需防护'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='1级，天气不好,欢迎您改日再来'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='24到27'&明天永春温度='24到26'&明天沿海天气='中雨转大雨'&明天山区天气='大雨转暴雨'&明天风='西南风5～6级阵风7～8级'&后天市区温度='23到27'&后天永春温度='22到28'&后天沿海天气='大雨转中雨'&后天山区天气='小雨'&后天风='西南风5～6级阵风7～8级'&大后天市区温度='24到27'&大后天永春温度='23到27'&大后天沿海天气='小雨'&大后天山区天气='小雨转中雨'&大后天风='西南风4～5级'",今天的雨水依然持续，厚厚的云层在我市上空宛如隔离罩，阻挡了大量的太阳辐射使得气温难以上升，截至午后14时，我市大部地区的最高气温还不足，全市出现了分散性小到中雨，山区部分大雨，局部乡镇有暴雨。预计雨水天气将贯穿本周，尤其是明天全市有大雨，部分有暴雨，局部乡镇可能会出现大暴雨。气温方面变化不大，最高气温基本维持在28左右，体感上较为舒适。到了本周末随着副热带高压的增强，我市降水有望减弱。此次降水过程时间较长，请市民朋友们及时关注天气预报，出行时不妨常备一把雨伞，另外还要注意防范降水对交通的不利影响。
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='2级，稍热,不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='4级，强,避免曝晒'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='26到32'&明天永春温度='25到32'&明天沿海天气='阵雨转多云'&明天山区天气='阴'&明天风='西南风3～4级'&后天市区温度='26到32'&后天永春温度='25到33'&后天沿海天气='多云转阵雨'&后天山区天气='阴转阵雨'&后天风='西南风4～5级阵风6～7级'&大后天市区温度='26到33'&大后天永春温度='25到35'&大后天沿海天气='阴转多云'&大后天山区天气='阴转多云'&大后天风='西南风4～5级阵风6～7级'",假期的第一天，我市便处在副高的控制下，今天一早阳光便开始绽放它的魅力，云朵也拱手将天空这个大舞台让给了太阳，消散在了空中。没有了云层的遮掩，午后的温度一路引吭高歌，我市大部分乡镇的最高温都在30之间，个别乡镇悄然叩开了的大门。并且由于午后热对流影响，部分乡镇出现了阵雨，为炎炎夏日涂添了一丝闷热。预计明后两天，我市受低层偏南气流影响，将以阵雨天气为主，受降水影响，气温将会有小幅下降，但是仍在以上。端午假期我市多阵性降水，且温度较高，也是加入到了晴雨变换的快节奏行列中，提醒观众朋友们多关注天气变化，出行携带好晴雨两用伞，以备不时之需，同时更要做好防暑降温的工作。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='20到25'&明天永春温度='17到25'&明天沿海天气='多云'&明天山区天气='多云转阴'&明天风='东北风5～6级阵风7～8级'&后天市区温度='20到26'&后天永春温度='17到25'&后天沿海天气='晴转多云'&后天山区天气='晴转阴'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='20到25'&大后天永春温度='18到25'&大后天沿海天气='多云'&大后天山区天气='多云'&大后天风='东北风5～6级阵风7～8级'","经过前几日小雨天气后,终于迎来了朵朵白云、秋高气爽的周一。随着冷空气的影响结束，今天我市上空转为受偏东到东北气流影响，全天都以多云天气为主，天空中云系较多，太阳时不时露个头，大部分乡镇午后最高温度在24左右。预计未来几天这样的舒适天气还会继续，全市维持多云天气；温度上，天气有所回暖，午后大部分乡镇的最高温在左右，人体体感比较舒适，适合出门游玩。不过近期早晚温度还是较低，秋天的氛围明显浓郁，感冒易发，提醒广大市民朋友们，要及时增添衣物，谨防感冒。同时还要注意的是，沿海地区风力较大，阵风风力可达7-8级，请滨海旅游、海上航行和作业船只注意防范大风带来的不利影响。"
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='1级，天气不好,欢迎您改日再来'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='27到34'&明天永春温度='26到34'&明天沿海天气='多云转中雨'&明天山区天气='多云转大雨'&明天风='西南风3～4级阵风5～6级'&后天市区温度='26到33'&后天永春温度='26到33'&后天沿海天气='多云转大雨'&后天山区天气='多云转大雨'&后天风='西南风3～4级阵风5级'&大后天市区温度='25到30'&大后天永春温度='25到31'&大后天沿海天气='中雨'&大后天山区天气='小雨转中雨'&大后天风='西南风3～4级阵风5～6级'",今天是立秋时节，我市市区上午以多云天气为主，局部出现了阵雨，不过雨量不大，持续时间也不长，但是高温还是没有完全退却，全市大部分地区的最高气温在32-35℃，以永春县蓬壶镇、达埔镇的37.1℃为最高，相比前几天的高温天气有所缓解，午后部分地区有阵雨或雷雨，雷雨时局地伴有短时强降水、7～9级雷雨大风等强对流天气。预计明后两天我市仍多降水，受降水影响，全市的气温将进一步下滑。同时降雨时可能伴有雷电、雷雨大风和短时强降水等强对流天气，提醒广大市民朋友们及时关注天气变化，出行时随身携带好雨具，并注意防范强对流天气对农业生产、户外活动和交通出行的不利影响。
